aoi,aoi_kind,scene,scene_date,zone,lat,lng,ndvi,ndwi,ferric_ratio,clay_ratio,albedo,lst_c,elevation_m,tpi_m,slope_deg,workings_frac,label
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R01C15,21.430212,79.293816,0.318,-0.445,1.765,1.384,0.1,39.8,330,-1.4,0.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R01C16,21.430212,79.296711,0.324,-0.448,1.75,1.376,0.102,39.7,330,-1.1,0.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C01,21.427517,79.253289,0.357,-0.473,1.703,1.5,0.085,38.3,346,-9.6,2.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C02,21.427517,79.256184,0.323,-0.462,1.812,1.477,0.096,38.6,345,-9.7,2.2,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C03,21.427517,79.259079,0.257,-0.415,1.914,1.302,0.113,42.9,349,-3.6,1.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C04,21.427517,79.261974,0.297,-0.421,1.718,1.355,0.102,42.7,346,-3.8,0.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C05,21.427517,79.264868,0.321,-0.434,1.704,1.381,0.1,41.6,344,-3.5,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C06,21.427517,79.267763,0.329,-0.45,1.715,1.426,0.103,39.5,341,-3.1,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C07,21.427517,79.270658,0.337,-0.441,1.659,1.42,0.105,39.8,339,-2.4,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C08,21.427517,79.273553,0.343,-0.464,1.687,1.433,0.096,39.8,338,-1.1,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C09,21.427517,79.276447,0.282,-0.42,1.771,1.364,0.106,41.3,337,-0.4,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C10,21.427517,79.279342,0.375,-0.469,1.638,1.433,0.087,40.9,335,-1.0,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C11,21.427517,79.282237,0.247,-0.366,1.666,1.265,0.108,41.3,333,-1.8,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C12,21.427517,79.285132,0.274,-0.39,1.675,1.3,0.103,39.4,332,-1.7,0.2,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C13,21.427517,79.288026,0.355,-0.477,1.731,1.406,0.087,39.4,331,-2.2,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C14,21.427517,79.290921,0.401,-0.476,1.596,1.422,0.087,38.4,330,-3.0,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C15,21.427517,79.293816,0.323,-0.454,1.782,1.394,0.1,39.4,329,-3.7,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R02C16,21.427517,79.296711,0.346,-0.459,1.74,1.392,0.099,39.0,329,-3.6,0.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C01,21.424822,79.253289,0.358,-0.488,1.698,1.476,0.087,37.2,365,4.2,4.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C02,21.424822,79.256184,0.373,-0.495,1.69,1.503,0.087,37.2,362,2.5,3.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C03,21.424822,79.259079,0.298,-0.449,1.838,1.416,0.11,39.4,361,4.4,3.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C04,21.424822,79.261974,0.295,-0.431,1.825,1.339,0.111,40.8,353,0.3,2.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C05,21.424822,79.264868,0.32,-0.426,1.675,1.334,0.107,41.3,347,-2.2,1.2,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C06,21.424822,79.267763,0.354,-0.452,1.652,1.419,0.1,39.6,342,-3.5,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C07,21.424822,79.270658,0.271,-0.413,1.754,1.35,0.115,40.8,343,0.7,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C08,21.424822,79.273553,0.352,-0.467,1.683,1.425,0.098,39.4,341,1.3,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C09,21.424822,79.276447,0.375,-0.465,1.644,1.43,0.094,39.2,339,1.0,0.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C10,21.424822,79.279342,0.339,-0.456,1.72,1.406,0.093,39.2,334,-2.6,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C11,21.424822,79.282237,0.375,-0.452,1.583,1.391,0.093,38.4,334,-1.3,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C12,21.424822,79.285132,0.378,-0.467,1.648,1.442,0.094,37.4,335,0.6,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C13,21.424822,79.288026,0.4,-0.48,1.618,1.454,0.088,38.0,335,0.8,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C14,21.424822,79.290921,0.428,-0.496,1.605,1.461,0.079,37.2,334,-0.2,0.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C15,21.424822,79.293816,0.436,-0.492,1.563,1.444,0.09,38.0,334,-0.2,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R03C16,21.424822,79.296711,0.349,-0.463,1.727,1.376,0.102,40.1,338,3.6,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C01,21.422127,79.253289,0.344,-0.499,1.817,1.483,0.087,38.6,391,25.1,1.2,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C02,21.422127,79.256184,0.347,-0.5,1.82,1.49,0.086,39.0,379,14.8,1.0,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C03,21.422127,79.259079,0.252,-0.362,1.459,1.216,0.076,39.6,383,22.1,1.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C04,21.422127,79.261974,0.303,-0.432,1.697,1.361,0.091,39.6,367,10.6,3.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C05,21.422127,79.264868,0.236,-0.341,1.641,1.287,0.122,40.8,351,0.0,2.2,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C06,21.422127,79.267763,0.26,-0.393,1.749,1.316,0.147,41.8,345,-0.8,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C07,21.422127,79.270658,0.294,-0.399,1.643,1.296,0.13,41.5,345,2.6,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C08,21.422127,79.273553,0.289,-0.409,1.675,1.321,0.12,41.0,343,3.4,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C09,21.422127,79.276447,0.279,-0.403,1.683,1.312,0.116,41.2,341,3.2,0.7,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C10,21.422127,79.279342,0.341,-0.42,1.572,1.374,0.107,39.4,337,0.7,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C11,21.422127,79.282237,0.346,-0.45,1.662,1.38,0.102,40.3,336,1.0,0.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C12,21.422127,79.285132,0.302,-0.416,1.634,1.339,0.115,40.0,337,2.7,0.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C13,21.422127,79.288026,0.363,-0.462,1.686,1.431,0.098,38.7,335,0.7,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C14,21.422127,79.290921,0.306,-0.45,1.817,1.377,0.097,40.7,338,3.4,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C15,21.422127,79.293816,0.341,-0.45,1.761,1.343,0.1,41.1,337,2.0,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R04C16,21.422127,79.296711,0.36,-0.46,1.674,1.388,0.1,40.6,337,1.6,0.0,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C01,21.419432,79.253289,0.376,-0.499,1.717,1.51,0.082,37.4,369,1.5,3.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C02,21.419432,79.256184,0.36,-0.495,1.719,1.474,0.084,38.9,369,3.1,1.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C03,21.419432,79.259079,0.327,-0.46,1.721,1.4,0.093,40.4,355,-8.6,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C04,21.419432,79.261974,0.309,-0.434,1.648,1.365,0.087,41.3,367,7.5,1.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C05,21.419432,79.264868,0.275,-0.403,1.758,1.367,0.103,41.6,354,0.2,2.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C06,21.419432,79.267763,0.295,-0.415,1.712,1.336,0.131,41.0,343,-5.6,1.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C07,21.419432,79.270658,0.309,-0.416,1.652,1.347,0.131,40.2,340,-4.7,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C08,21.419432,79.273553,0.37,-0.463,1.622,1.435,0.103,38.3,340,-0.6,0.7,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C09,21.419432,79.276447,0.217,-0.31,1.466,1.171,0.129,40.9,344,5.8,0.7,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C10,21.419432,79.279342,0.402,-0.474,1.568,1.415,0.095,39.4,336,-0.5,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C11,21.419432,79.282237,0.346,-0.445,1.622,1.37,0.095,39.7,335,0.1,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C12,21.419432,79.285132,0.325,-0.433,1.692,1.408,0.112,38.9,334,-0.2,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C13,21.419432,79.288026,0.338,-0.456,1.76,1.412,0.103,39.0,332,-2.1,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C14,21.419432,79.290921,0.311,-0.47,1.871,1.431,0.09,41.4,343,8.8,0.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C15,21.419432,79.293816,0.301,-0.457,1.915,1.39,0.111,41.7,340,5.5,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R05C16,21.419432,79.296711,0.314,-0.428,1.74,1.318,0.109,41.8,338,3.0,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C01,21.416737,79.253289,0.346,-0.461,1.685,1.472,0.087,37.9,355,-8.8,3.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C02,21.416737,79.256184,0.305,-0.46,1.787,1.475,0.089,40.8,388,25.0,2.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C03,21.416737,79.259079,0.293,-0.479,1.934,1.48,0.092,42.5,379,15.9,3.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C04,21.416737,79.261974,0.366,-0.467,1.651,1.389,0.099,41.4,350,-9.8,3.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C05,21.416737,79.264868,0.297,-0.45,1.475,1.329,0.093,39.3,348,-7.0,2.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C06,21.416737,79.267763,0.285,-0.419,1.784,1.301,0.117,42.0,342,-8.5,1.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C07,21.416737,79.270658,0.255,-0.391,1.743,1.306,0.129,40.6,340,-7.1,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C08,21.416737,79.273553,0.382,-0.335,1.204,1.495,0.073,33.5,337,-4.5,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C09,21.416737,79.276447,0.315,-0.404,1.57,1.328,0.107,39.3,335,-4.1,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C10,21.416737,79.279342,0.372,-0.469,1.676,1.424,0.095,38.7,333,-4.2,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C11,21.416737,79.282237,0.391,-0.482,1.634,1.448,0.091,38.7,331,-4.1,0.2,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C12,21.416737,79.285132,0.4,-0.479,1.583,1.455,0.088,37.7,331,-2.6,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C13,21.416737,79.288026,0.359,-0.454,1.659,1.417,0.094,38.4,332,-1.2,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C14,21.416737,79.290921,0.291,-0.441,1.851,1.319,0.099,41.4,335,2.2,1.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C15,21.416737,79.293816,0.238,-0.399,1.873,1.319,0.117,42.7,335,2.4,1.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R06C16,21.416737,79.296711,0.237,-0.403,1.956,1.275,0.125,42.6,335,2.2,1.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C01,21.414042,79.253289,0.345,-0.469,1.752,1.495,0.087,38.1,355,-0.4,1.0,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C02,21.414042,79.256184,0.38,-0.488,1.67,1.507,0.077,38.0,353,-2.6,4.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C03,21.414042,79.259079,0.331,-0.483,1.838,1.471,0.086,40.3,354,-3.5,3.2,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C04,21.414042,79.261974,0.335,-0.47,1.77,1.432,0.096,40.6,357,1.0,2.3,0.062,-1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C05,21.414042,79.264868,0.342,-0.462,1.662,1.416,0.092,40.3,378,25.2,3.7,0.312,-1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C06,21.414042,79.267763,0.292,-0.389,1.538,1.256,0.085,41.2,360,10.4,3.5,0.812,1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C07,21.414042,79.270658,0.399,-0.488,1.494,1.376,0.081,38.5,341,-5.6,2.1,0.562,1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C08,21.414042,79.273553,0.407,-0.448,1.407,1.426,0.085,36.8,340,-0.8,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C09,21.414042,79.276447,0.265,-0.409,1.836,1.313,0.125,41.0,339,0.8,1.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C10,21.414042,79.279342,0.376,-0.475,1.68,1.422,0.091,40.7,336,0.1,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C11,21.414042,79.282237,0.314,-0.445,1.746,1.349,0.113,40.7,335,1.2,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C12,21.414042,79.285132,0.332,-0.447,1.694,1.365,0.113,39.7,330,-2.0,0.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C13,21.414042,79.288026,0.318,-0.446,1.772,1.408,0.113,38.9,327,-4.4,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C14,21.414042,79.290921,0.359,-0.445,1.615,1.375,0.097,39.5,329,-1.8,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C15,21.414042,79.293816,0.312,-0.422,1.702,1.345,0.113,40.5,329,-1.5,0.7,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R07C16,21.414042,79.296711,0.265,-0.398,1.774,1.326,0.135,40.9,326,-4.6,1.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C01,21.411347,79.253289,0.354,-0.486,1.752,1.481,0.085,38.9,345,-5.9,0.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C02,21.411347,79.256184,0.348,-0.447,1.61,1.446,0.08,37.4,345,-7.2,1.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C03,21.411347,79.259079,0.36,-0.469,1.709,1.444,0.089,38.2,346,-9.2,1.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C04,21.411347,79.261974,0.349,-0.456,1.643,1.419,0.099,40.1,353,-2.6,4.0,0.25,-1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C05,21.411347,79.264868,0.256,-0.406,1.759,1.368,0.1,42.3,387,33.4,2.7,1.0,1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C06,21.411347,79.267763,0.223,-0.325,1.473,1.186,0.101,41.4,341,-9.8,4.0,0.625,1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C07,21.411347,79.270658,0.283,-0.362,1.43,1.167,0.089,39.8,348,-0.7,0.6,0.375,-1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C08,21.411347,79.273553,0.245,-0.361,1.622,1.276,0.112,40.5,346,2.6,0.3,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C09,21.411347,79.276447,0.266,-0.409,1.78,1.296,0.113,41.2,349,8.7,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C10,21.411347,79.279342,0.198,-0.346,1.78,1.293,0.128,41.4,337,-0.4,1.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C11,21.411347,79.282237,0.273,-0.403,1.738,1.319,0.127,40.4,334,-0.1,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C12,21.411347,79.285132,0.255,-0.405,1.797,1.3,0.131,41.8,333,2.0,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C13,21.411347,79.288026,0.315,-0.447,1.783,1.388,0.108,41.0,329,-0.6,0.7,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C14,21.411347,79.290921,0.371,-0.471,1.661,1.412,0.097,39.3,326,-2.4,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C15,21.411347,79.293816,0.244,-0.381,1.751,1.278,0.142,41.5,328,0.3,0.2,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R08C16,21.411347,79.296711,0.31,-0.429,1.716,1.354,0.112,40.0,324,-3.4,0.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C01,21.408653,79.253289,0.376,-0.493,1.722,1.477,0.085,38.1,347,1.2,1.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C02,21.408653,79.256184,-0.041,-0.017,1.355,1.142,0.065,34.2,338,-11.8,0.6,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C03,21.408653,79.259079,0.326,-0.464,1.76,1.429,0.087,38.6,345,-10.7,2.4,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C04,21.408653,79.261974,0.346,-0.472,1.775,1.437,0.093,39.7,349,-9.7,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C05,21.408653,79.264868,0.345,-0.476,1.775,1.434,0.088,39.0,352,-6.7,4.0,0.188,-1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C06,21.408653,79.267763,0.278,-0.38,1.531,1.258,0.1,39.4,346,-9.9,1.5,0.062,-1
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C07,21.408653,79.270658,0.28,-0.377,1.568,1.233,0.109,40.4,344,-8.5,0.9,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C08,21.408653,79.273553,0.333,-0.39,1.397,1.315,0.11,39.6,337,-9.8,1.8,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C09,21.408653,79.276447,0.435,-0.486,1.478,1.429,0.093,38.5,335,-10.4,1.1,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C10,21.408653,79.279342,0.263,-0.343,1.462,1.362,0.122,39.7,332,-11.0,0.5,0.0,0
kandri_munsar,manganese,S2B_MSIL2A_20260313T050649_R019_T44QLJ_20260313T091002,2026-03-13,R09C11,21.408653,79.282237,0.357,-0.445,1.606,1.375,0.103,39.6,330,-10.4,0.4,0.0,0
